Id,Title,Price,Square,District,City,Date
132660,"cho thuê căn hộ mini sát bên ĐH Y Dược, Chợ Rẫy",5 Triệu/tháng,52 m²,Quận 5,Hồ Chí Minh,5 Triệu/tháng
147770,"cho thuê phòng cao cấp, giờ tự do đường cao lỗ quận 8",Thỏa thuận,20 m²,Quận 8,Hồ Chí Minh,Thỏa thuận
169119,"CHO THUÊ CĂN HỘ, PHÒNG CAO CÂP GẦN LOTTE QUẬN 7",4 Triệu/tháng,20 m²,Quận 7,Hồ Chí Minh,4 Triệu/tháng
149681,"Cho thuê phòng mới, đẹp đường nguyễn tri phương trung tâm quận 10",Thỏa thuận,36 m²,Quận 10,Hồ Chí Minh,Thỏa thuận
169826,"Phòng trọ trong nhà trọ 2 lầu, sạch sẽ, thoáng mát, an ninh, có lối đi riêng, có ban công, có truyền hình internet, internet(Wifi)",1.9 Triệu/tháng,20 m²,Tân Phú,Hồ Chí Minh,1.9 Triệu/tháng
169824,"Cho thuê phòng Q.4 gần Đại Học Luật, phòng trống, vào ở ngay",3000 Triệu/tháng,20 m²,Quận 4,Hồ Chí Minh,3000 Triệu/tháng
166096,"Cho thuê phòng Q.4 gần Đại Học Luật, hẽm xe hơi, phòng trống, vào ở ngay",2 Triệu/tháng,12 m²,Quận 4,Hồ Chí Minh,2 Triệu/tháng
151889,Phòng trọ quận 10 đường CMT8 (gần sân khấu Lan Anh),2.2 Triệu/tháng,18 m²,Quận 10,Hồ Chí Minh,2.2 Triệu/tháng
117757,"NHÀ TRỌ CAO CẤP MỚI XÂY, 40M2 giá 2,5 triệu - đường Lê Đức Thọ, gần chơ An nhơn, P6, gò vấp",3.5 Triệu/tháng,40 m²,Gò Vấp,Hồ Chí Minh,3.5 Triệu/tháng
169820,"Cho nữ thuê phòng trọ đường Đào Duy Anh, Phường 9, Phú Nhuận TP.HCM",2.6 Triệu/tháng,16 m²,Phú Nhuận,Hồ Chí Minh,2.6 Triệu/tháng
163646,Quận 3 Phòng chính chủ sơn mới y hình tiện nghi giờ tự do có tháng máy,3.5 Triệu/tháng,20 m²,Quận 3,Hồ Chí Minh,3.5 Triệu/tháng
168846,"Phòng Căn hộ mini 40m2 – 1 Phòng Ngủ, 1 PK - 26/42 Tân Sơn Nhì, Quận Tân Phú. (có ban công - Thang Máy)",4.4 Triệu/tháng,40 m²,Tân Phú,Hồ Chí Minh,4.4 Triệu/tháng
155519,Phòng trọ cho thuê quận 4 gần cầu Kênh Tẻ,1.8 Triệu/tháng,12 m²,Quận 4,Hồ Chí Minh,1.8 Triệu/tháng
169753,"Chính chủ cho thuê phòng 25m2, cách ngã tư Bà Điểm 200m",2.4 Triệu/tháng,25 m²,Hóc Môn,Hồ Chí Minh,2.4 Triệu/tháng
169751,Phòng có gác ngay Sân Bay TSN 3.8tr,3.8 Triệu/tháng,18 m²,Tân Bình,Hồ Chí Minh,3.8 Triệu/tháng
169748,"Cho thuê phòng trọ số 4/19 đường Văn Chung, phường 13, Quận Tân Bình",2.2 Triệu/tháng,20 m²,Tân Bình,Hồ Chí Minh,2.2 Triệu/tháng
159372,Quận 1 cho thuê phòng tiện nghi 22m2 trong nhà mặt tiền giá 3.8 tr gần đài truyền hình,3.8 Triệu/tháng,20 m²,Quận 1,Hồ Chí Minh,3.8 Triệu/tháng
168802,"Chính chủ cho thuê phòng mới 30m2 dầy đủ tiện nghi gần chợ Bà Chiểu như hình giá 4,6 tr/ tháng",4.6 Triệu/tháng,30 m²,Bình Thạnh,Hồ Chí Minh,4.6 Triệu/tháng
168673,"Phòng đẹp, rộng 50m2, ban công, 2 mặt cửa rất thoáng, gần ĐH Văng Lan",5.5 Triệu/tháng,50 m²,Bình Thạnh,Hồ Chí Minh,5.5 Triệu/tháng
168609,"Phòng rộng 50m2 mặt tiền đường, cửa riêng, có thể vừa ở vừa kinh doanh buôn bán, mặt đường rộng 20m",6 Triệu/tháng,50 m²,Bình Thạnh,Hồ Chí Minh,6 Triệu/tháng
169747,"Quận 10, cho thuê phòng, máy lạnh, toilet riêng, khu an ninh, yên tĩnh",3 Triệu/tháng,30 m²,Quận 10,Hồ Chí Minh,3 Triệu/tháng
169744,"Cho thuê Phòng 4.4 triệu, gần Chợ Bà Chiểu",4.4 Triệu/tháng,20 m²,Bình Thạnh,Hồ Chí Minh,4.4 Triệu/tháng
167783,Phòng 5 triệu ở Hàng Xanh Bình Thạnh,5 Triệu/tháng,35 m²,Bình Thạnh,Hồ Chí Minh,5 Triệu/tháng
160910,"Homestay biệt thự Q7 Lâm Văn Bền 1,6 triệu/người bao gồm tất cả chi phí",1.6 Triệu/tháng,360 m²,Quận 7,Hồ Chí Minh,1.6 Triệu/tháng
158295,"Homestay cao cấp đường Bến Vân Đồn Q4 chỉ 1,6 triệu/người (bao gồm tất cả chi phí)",1.6 Triệu/tháng,360 m²,Quận 4,Hồ Chí Minh,1.6 Triệu/tháng
169743,"Cho thuê CHDV 25m2 có ban công bếp nấu ăn bên ngoài, gần CV Hoàng văn Thụ",5 Triệu/tháng,25 m²,Tân Bình,Hồ Chí Minh,5 Triệu/tháng
169637,"Cho thuê phòng CHDV 30m2, full nội thất, ban công gần CV HVT, SB TNS",5.5 Triệu/tháng,30 m²,Tân Bình,Hồ Chí Minh,5.5 Triệu/tháng
169742,"Phòng ban công, 20m2, toilet riêng, máy lạnh, Nguyễn Giản Thanh, quận 10",4 Triệu/tháng,20 m²,Quận 10,Hồ Chí Minh,4 Triệu/tháng
169714,CẦN NỮ Ở CHUNG  PHÒNG TRUNG TÂM QUẬN  1,4 Triệu/tháng,25 m²,Quận 1,Hồ Chí Minh,4 Triệu/tháng
168672,"♥Phòng trọ mặt tiền Ao đôi,giá 1tr6-2tr5, gác,WC, thang máy, Free Wifi, THC",1.6 Triệu/tháng,14 m²,Bình Tân,Hồ Chí Minh,1.6 Triệu/tháng
169741,"CHỈ 1 PHÒNG DUY NHẤT. GÁC CAO , CỬA SỔ TRỜI. CÓ MÁY LẠNH GẦN BỆNH VIỆN Q.BÌNH TÂN",3.7 Triệu/tháng,25 m²,Bình Tân,Hồ Chí Minh,3.7 Triệu/tháng
169379,"Cho Thuê Căn Hộ 1PN, 1 PK nội thất cao cấp 224/20 Lý Thường Kiệt, P.14, Quận 10 (Đối diện NTĐ Phú Thọ)",6.5 Triệu/tháng,40 m²,Quận 10,Hồ Chí Minh,6.5 Triệu/tháng
157443,CHO THUÊ PHÒNG TRỌ GẦN LANDMARK 81,1.5 Triệu/tháng,20 m²,Bình Thạnh,Hồ Chí Minh,1.5 Triệu/tháng
169659,"Cho thuê phòng trọ Đường Trường Sa, Quận Phú Nhuận",1.9 Triệu/tháng,12 m²,Phú Nhuận,Hồ Chí Minh,1.9 Triệu/tháng
146331,Cho thuê phòng trọ Tôn Thất Thuyết Quận 4,2.5 Triệu/tháng,20 m²,Quận 4,Hồ Chí Minh,2.5 Triệu/tháng
169511,"Cho thuê phòng trọ cao cấp 30m2, P.Linh Đông, TP.Thủ Đức",5.5 Triệu/tháng,30 m²,Thủ Đức,Hồ Chí Minh,5.5 Triệu/tháng
154257,"♥Phòng trọ Bình Long Q.BTân,1tr7-2tr3,gác cao 1m9, WC, FREE wifi, THC",1.7 Triệu/tháng,16 m²,Bình Tân,Hồ Chí Minh,1.7 Triệu/tháng
167356,"Phòng trọ trong nhà trọ 2 lầu mới xây, an ninh, có lối đi riêng,  wifi, TH cáp",1.7 Triệu/tháng,11 m²,Tân Phú,Hồ Chí Minh,1.7 Triệu/tháng
169769,"PHÒNG ĐẸP CĂN HỘ MINI 1PN, PK – 140 Phạm Văn Chiêu, P.14, Q.Gò Vấp (Có Ban Công riêng– Có Thang Máy)",3 Triệu/tháng,25 m²,Gò Vấp,Hồ Chí Minh,3 Triệu/tháng
169761,"Cho thuê phòng trọ ở Q7, di chuyển dễ dàng Q7 - Q4 - Q1",2.2 Triệu/tháng,15 m²,Quận 7,Hồ Chí Minh,2.2 Triệu/tháng
169746,Phòng Trọ Trung Tâm Quận Bình Thạnh - Giờ Giấc Tự Do,3.5 Triệu/tháng,16 m²,Bình Thạnh,Hồ Chí Minh,3.5 Triệu/tháng
146386,CHO  NỮ THUÊ PHÒNG TRỌ  ƯU TIÊN ÍT XE MÁY,2.2 Triệu/tháng,20 m²,Gò Vấp,Hồ Chí Minh,2.2 Triệu/tháng
169766,Cho Thuê Phòng | 13/5 Phó Cơ Điều P12 Q5 (Cách BV Chợ Rẫy 200m),2 Triệu/tháng,10 m²,Quận 5,Hồ Chí Minh,2 Triệu/tháng
169502,"PHÒNG TRỌ MỚI KHAI TRƯƠNG MỚI 100%, MÁY LẠNH GÁC LỬNG+ BẾP, ngay Lê Trọng Tấn",2.7 Triệu/tháng,25 m²,Tân Phú,Hồ Chí Minh,2.7 Triệu/tháng
168575,"♥♥Phòng trọ Mã lò,giá 1tr7-2tr2,có gác,WC, FREE wifi,THC,giảm 50% cọc",1.7 Triệu/tháng,15 m²,Bình Tân,Hồ Chí Minh,1.7 Triệu/tháng
169686,"Phòng trọ cao cấp thang máy, đủ tiện nghi Q.10",4.5 Triệu/tháng,20 m²,Quận 10,Hồ Chí Minh,4.5 Triệu/tháng
157460,"Phòng mới, nội thất, ban công. Sát ngay VINCOM Phan Văn Trị",2.8 Triệu/tháng,20 m²,Gò Vấp,Hồ Chí Minh,2.8 Triệu/tháng
169740,"Phòng sẵn tiện nghi, mới khai trương, Lê Lợi gần ĐH Công Nghiệp",3.5 Triệu/tháng,20 m²,Gò Vấp,Hồ Chí Minh,3.5 Triệu/tháng
169717,"Phòng mới, giá rẻ, có nội thất. Ra khu Phan Xích Long Phú Nhuận 1 phút",3.8 Triệu/tháng,20 m²,Phú Nhuận,Hồ Chí Minh,3.8 Triệu/tháng
169442,PHÒNG TRỌ GIÁ RẺ,1.2 Triệu/tháng,21 m²,Tân Phú,Hồ Chí Minh,1.2 Triệu/tháng
169757,"Phòng đẹp, sạch sẽ, toilet riêng, mới sửa chữa",2.5 Triệu/tháng,30 m²,Thủ Đức,Hồ Chí Minh,2.5 Triệu/tháng
169756,Cho thuê phòng trọ 18m2 Giá 1.9tr Q12,1.9 Triệu/tháng,15 m²,Quận 12,Hồ Chí Minh,1.9 Triệu/tháng
169797,"Quận 10, nhà mới xây cho thuê phòng, máy lạnh, máy giặt, toilet riêng, khu an ninh",4 Triệu/tháng,35 m²,Quận 10,Hồ Chí Minh,4 Triệu/tháng
169784,"Phòng trọ cho nữ sinh viên, NVVP giá 3,5 triệu/tháng",3.5 Triệu/tháng,20 m²,Quận 7,Hồ Chí Minh,3.5 Triệu/tháng
168686,"Cho thuê Phòng , gần ĐHCN4 , gần 174",2.7 Triệu/tháng,20 m²,Gò Vấp,Hồ Chí Minh,2.7 Triệu/tháng
169176,Cho thuê phòng trọ tiêu chuẩn khách sạn 3*,3.7 Triệu/tháng,18 m²,Tân Bình,Hồ Chí Minh,3.7 Triệu/tháng
156930,"Cho thuê  chung cư mini, sang trọng, khu an ninh,gần sông thoáng mát",2 Triệu/tháng,12 m²,Thủ Đức,Hồ Chí Minh,2 Triệu/tháng
168433,"Phòng Q1, toilet khép kín. nội thất đầy đủ,chỗ để xe rộng. an ninh cao",6 Triệu/tháng,27 m²,Quận 1,Hồ Chí Minh,6 Triệu/tháng
169788,"CHO THUÊ PHÒNG ĐẸP VỊ TRÍ NGAY TRUNG TÂM - FULL NỘI THẤT, CỬA SỔ BANCON",450000 Triệu/tháng,27 m²,Quận 7,Hồ Chí Minh,450000 Triệu/tháng
169752,"Cho Thuê Phòng Đẹp Quận Phú Nhuận (có ban công, nội thất) Ưu Tiên Nữ",4.8 Triệu/tháng,35 m²,Phú Nhuận,Hồ Chí Minh,4.8 Triệu/tháng
169691,"Phòng mới 100% ban công lớn, mát mẻ Ngay ngã 5 Chuồng Chó 1 phút đi bộ",3.5 Triệu/tháng,25 m²,Gò Vấp,Hồ Chí Minh,3.5 Triệu/tháng
169786,Cho nữ thuê phòng 25m2 CMT8 Tân Bình,2.5 Triệu/tháng,25 m²,Tân Bình,Hồ Chí Minh,2.5 Triệu/tháng
169785,"Phòng trọ cho nữ sinh viên, NVVP giá 2,5 triệu/tháng",2.5 Triệu/tháng,12 m²,Quận 7,Hồ Chí Minh,2.5 Triệu/tháng
154273,"Phòng mới, đẹp, có ban công nội thất. Gần Ngã 5 Chuồng Chó",3.5 Triệu/tháng,20 m²,Gò Vấp,Hồ Chí Minh,3.5 Triệu/tháng
169758,"Cho thuê phòng trọ tại 451/11/14 Đường Tô Hiến Thành, Phường 14, Quận 10",3.1 Triệu/tháng,16 m²,Quận 10,Hồ Chí Minh,3.1 Triệu/tháng
169745,"Phòng 18m2 lầu 1 giờ tự do Hồ Văn Huê, PN 3,2tr/th",3.2 Triệu/tháng,18 m²,Phú Nhuận,Hồ Chí Minh,3.2 Triệu/tháng
167723,#Phòng trọ yên tĩnh có máy lạnh tại Q.Bình Thạnh,3.5 Triệu/tháng,25 m²,Bình Thạnh,Hồ Chí Minh,3.5 Triệu/tháng
169779,"Cho thuê phòng trọ full nội thất giá -  Vườn Chuối, Phường 4, Quận 3",Thỏa thuận,12 m²,Quận 3,Hồ Chí Minh,Thỏa thuận
169777,"CHO THUÊ CĂN HỘ 1PN/Studio ngay Nguyễn Văn Linh Q7- gần KCX, Cầu Tân Thuận, Crescent Mall. Bancon full nội thất cao cấp mới 100%",690000 Triệu/tháng,45 m²,Quận 7,Hồ Chí Minh,690000 Triệu/tháng
169313,"Phòng rộng 40m2, bếp nấu ăn, tolet riêng, không giang rất thoáng mát",4 Triệu/tháng,40 m²,Gò Vấp,Hồ Chí Minh,4 Triệu/tháng
